cntry,happy,inprdsc,health,hlthhmp,rlgdgr,brncntr,gndr,agea,rshpsts,domicil,edulvlb,eduyrs,uempla,uempli,rtrd,hswrk,emplrel,wrkctra,estsz,wkdcorga,wkhtot,nacer2,tporgwk,uemp3m,hincsrca,hinctnta,emprelp,atncrse,stfmjob,trdawrk,jbprtfp,pfmfdjba,dcsfwrka,stfmjob_grouped,stfmjob_named
DE,7,2,Good,False,8,True,1,43,Legally married,Town or small city,Upper Secondary Education,16,False,False,False,False,Employee,Unlimited,1,9,36,Intellectual Work,A private firm,False,Wages or salaries,2,Employee,False,1,Always,Often,Often,Never,1,Very Dissatisfied
DE,8,2,Very good,False,6,True,1,27,Living with my partner - not legally recognised,Suburbs or outskirts of big city,Tertiary Education,18,False,False,False,False,Employee,Unlimited,4,10,40,Physical Work,A private firm,False,Wages or salaries,9,Employee,False,9,Sometimes,Sometimes,Hardly ever,Hardly ever,5,Very Satisfied
DE,8,2,Fair,False,2,False,1,21,Living with my partner - not legally recognised,A big city,Upper Secondary Education,17,False,False,False,False,Employee,Limited,4,4,15,Intellectual Work,A private firm,False,Wages or salaries,1,Employee,True,8,Hardly ever,Sometimes,Never,Never,4,Somewhat Satisfied
DE,6,3,Fair,True,0,True,1,42,Living with my partner - not legally recognised,Town or small city,Post-Secondary Non-Tertiary Education,17,False,False,False,False,Employee,Unlimited,1,7,27,Manufacturing,A private firm,False,Wages or salaries,4,Employee,False,5,Sometimes,Hardly ever,Never,Never,3,Neutral
DE,3,4,Very good,False,0,True,0,48,Living with my partner - not legally recognised,A big city,Upper Secondary Education,15,False,False,False,False,Employee,Unlimited,4,0,8,Manufacturing,A private firm,False,Wages or salaries,5,Employee,False,3,Often,Often,Sometimes,Never,2,Somewhat Dissatisfied
DE,9,5,Good,False,3,True,1,39,Legally married,Country village,Tertiary Education,25,False,False,False,False,Employee,Unlimited,5,8,32,Service & Administration,Other public sector (ex. education and health),False,Wages or salaries,10,Employee,True,5,Hardly ever,Hardly ever,Hardly ever,Sometimes,3,Neutral
DE,3,2,Fair,True,7,True,0,32,Living with my partner - not legally recognised,Town or small city,Post-Secondary Non-Tertiary Education,16,False,False,True,False,Employee,Unlimited,4,7,13,Intellectual Work,A private firm,False,Wages or salaries,5,Employee,True,5,Sometimes,Hardly ever,Hardly ever,Hardly ever,3,Neutral
DE,9,5,Very good,False,10,False,1,59,Legally married,Country village,Upper Secondary Education,15,False,False,False,False,Employee,Unlimited,5,10,47,Service & Administration,Central or local government,False,Wages or salaries,9,Employee,True,10,Sometimes,Sometimes,Hardly ever,Hardly ever,5,Very Satisfied
DE,4,1,Fair,False,0,True,1,62,Legally married,Country village,Upper Secondary Education,11,False,False,False,False,Employee,Unlimited,3,0,19,Intellectual Work,A private firm,False,Income from self-employment (excluding farming),6,Self-employed,True,1,Often,Sometimes,Hardly ever,Never,1,Very Dissatisfied
DE,7,4,Bad,True,7,True,0,42,Living with my partner - not legally recognised,Town or small city,Tertiary Education,17,False,False,False,False,Employee,Unlimited,2,8,43,Manufacturing,A private firm,True,Wages or salaries,6,Employee,False,7,Sometimes,Sometimes,Sometimes,Hardly ever,4,Somewhat Satisfied
DE,9,4,Good,False,8,True,0,43,Legally married,Country village,Upper Secondary Education,13,False,False,False,False,Employee,Unlimited,5,0,40,Manufacturing,A private firm,False,Wages or salaries,5,Employee,False,9,Sometimes,Sometimes,Sometimes,Never,5,Very Satisfied
DE,9,2,Bad,True,0,True,0,48,Legally married,Country village,Post-Secondary Non-Tertiary Education,17,False,False,False,False,Employee,Unlimited,2,6,41,Service & Administration,A private firm,False,Wages or salaries,7,Employee,True,9,Sometimes,Often,Never,Never,5,Very Satisfied
DE,10,3,Very good,False,3,True,1,43,Living with my partner - not legally recognised,Country village,Tertiary Education,20,False,False,False,False,Employee,Unlimited,2,9,45,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,8,Employee,True,8,Often,Often,Often,Hardly ever,4,Somewhat Satisfied
DE,5,2,Fair,True,1,True,0,53,Legally married,Town or small city,Tertiary Education,18,False,False,False,False,Employee,No contract,1,7,45,Intellectual Work,A private firm,True,Wages or salaries,4,Employee,False,8,Often,Sometimes,Sometimes,Hardly ever,4,Somewhat Satisfied
DE,6,3,Very good,False,5,True,1,57,Legally married,Country village,Upper Secondary Education,12,False,False,False,True,Employee,Unlimited,2,6,23,Service & Administration,A private firm,False,Wages or salaries,5,Employee,False,5,Sometimes,Sometimes,Sometimes,Never,3,Neutral
DE,7,2,Good,False,3,True,0,52,Legally married,Country village,Tertiary Education,13,False,False,False,False,Employee,Unlimited,5,8,45,Intellectual Work,A state owned enterprise,True,Wages or salaries,10,Employee,False,7,Never,Hardly ever,Never,Hardly ever,4,Somewhat Satisfied
DE,8,3,Fair,True,0,True,0,55,Legally married,Town or small city,Upper Secondary Education,12,False,False,False,False,Employee,Unlimited,3,8,40,Service & Administration,A private firm,False,Wages or salaries,9,Employee,False,7,Hardly ever,Hardly ever,Hardly ever,Sometimes,4,Somewhat Satisfied
DE,10,4,Very good,False,2,True,0,45,Living with my partner - not legally recognised,Town or small city,Tertiary Education,18,False,False,False,True,Employee,Unlimited,5,2,30,Physical Work,A private firm,False,Wages or salaries,10,Employee,True,9,Sometimes,Sometimes,Never,Hardly ever,5,Very Satisfied
DE,1,1,Good,False,0,True,1,57,Legally married,A big city,Tertiary Education,20,False,False,False,False,Employee,Unlimited,4,7,32,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,8,Employee,True,1,Sometimes,Hardly ever,Hardly ever,Sometimes,1,Very Dissatisfied
DE,9,3,Very good,False,5,True,1,49,Legally married,Town or small city,Tertiary Education,20,False,False,False,False,Employee,Unlimited,5,10,37,Manufacturing,A private firm,False,Wages or salaries,8,Employee,True,9,Sometimes,Hardly ever,Hardly ever,Sometimes,5,Very Satisfied
DE,8,2,Fair,False,3,True,1,44,Legally married,Town or small city,Tertiary Education,19,False,False,False,False,Employee,Unlimited,5,8,30,Service & Administration,Central or local government,False,Wages or salaries,9,Employee,True,9,Sometimes,Sometimes,Never,Hardly ever,5,Very Satisfied
DE,9,4,Good,False,1,True,1,27,Living with my partner - not legally recognised,Suburbs or outskirts of big city,Tertiary Education,5,False,False,False,False,Employee,Limited,4,10,40,Service & Administration,Other public sector (ex. education and health),False,Wages or salaries,10,Employee,True,6,Sometimes,Never,Never,Hardly ever,3,Neutral
DE,6,4,Fair,False,0,True,1,36,Legally married,Town or small city,Upper Secondary Education,6,False,False,False,False,Employee,Unlimited,2,9,38,Intellectual Work,A private firm,True,Wages or salaries,7,Employee,False,8,Hardly ever,Never,Never,Sometimes,4,Somewhat Satisfied
DE,10,4,Very good,False,0,True,1,35,Living with my partner - not legally recognised,Country village,Upper Secondary Education,14,False,False,False,False,Employee,Unlimited,4,9,48,Intellectual Work,Central or local government,False,Wages or salaries,10,Employee,True,1,Sometimes,Hardly ever,Hardly ever,Hardly ever,1,Very Dissatisfied
DE,8,4,Good,True,0,True,1,56,Legally married,A big city,Upper Secondary Education,12,False,False,False,False,Employee,Unlimited,2,10,40,Service & Administration,A private firm,False,Wages or salaries,8,Employee,False,10,Sometimes,Never,Never,Hardly ever,5,Very Satisfied
DE,6,4,Good,False,7,True,0,36,Legally married,Country village,Tertiary Education,17,False,False,False,False,Employee,Unlimited,4,10,40,Manufacturing,A private firm,False,"Income from investments, savings etc.",10,Employee,False,7,Often,Sometimes,Sometimes,Sometimes,4,Somewhat Satisfied
DE,7,4,Bad,True,2,True,1,29,Living with my partner - not legally recognised,Country village,Tertiary Education,19,False,False,False,False,Employee,Unlimited,3,8,35,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,9,Employee,True,2,Often,Often,Sometimes,Hardly ever,1,Very Dissatisfied
DE,8,2,Good,True,1,False,1,42,Legally married,Farm or home in countryside,Upper Secondary Education,15,False,False,False,True,Working for own family business,Unlimited,1,10,30,Intellectual Work,A private firm,False,Income from self-employment (excluding farming),9,Self-employed,True,0,Sometimes,Never,Hardly ever,Hardly ever,1,Very Dissatisfied
DE,9,3,Good,False,0,True,0,42,Legally married,A big city,Post-Secondary Non-Tertiary Education,17,False,False,False,False,Employee,Unlimited,4,10,40,Intellectual Work,A private firm,True,Wages or salaries,8,Employee,False,10,Hardly ever,Hardly ever,Hardly ever,Hardly ever,5,Very Satisfied
DE,8,3,Very good,False,3,True,0,57,Legally married,A big city,Tertiary Education,22,False,False,False,False,Employee,Unlimited,5,9,45,Manufacturing,A private firm,False,Wages or salaries,9,Employee,False,7,Often,Often,Sometimes,Sometimes,4,Somewhat Satisfied
DE,7,3,Good,False,4,False,0,44,Legally married,Town or small city,Tertiary Education,15,False,False,False,False,Employee,Unlimited,5,7,36,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,10,Self-employed,False,6,Sometimes,Sometimes,Sometimes,Hardly ever,3,Neutral
DE,6,4,Good,True,5,True,1,29,Living with my partner - not legally recognised,A big city,Post-Secondary Non-Tertiary Education,17,False,False,False,False,Employee,Unlimited,5,7,35,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,6,Employee,True,3,Often,Sometimes,Sometimes,Never,2,Somewhat Dissatisfied
DE,10,5,Good,False,0,True,0,56,Legally married,Town or small city,Tertiary Education,16,False,False,False,False,Employee,Unlimited,2,7,40,Intellectual Work,A private firm,False,Wages or salaries,7,Employee,True,7,Hardly ever,Often,Never,Never,4,Somewhat Satisfied
DE,8,3,Good,False,6,False,1,47,Legally married,Town or small city,Tertiary Education,15,False,False,False,False,Employee,Unlimited,4,2,42,Manufacturing,A private firm,False,Wages or salaries,7,Employee,False,6,Sometimes,Sometimes,Never,Never,3,Neutral
DE,9,3,Very good,False,8,False,1,33,Legally married,Town or small city,Upper Secondary Education,12,False,False,False,False,Employee,Unlimited,4,8,39,Intellectual Work,A private firm,False,Wages or salaries,7,Employee,True,9,Sometimes,Sometimes,Sometimes,Hardly ever,5,Very Satisfied
DE,4,2,Fair,True,3,True,0,45,Legally married,Suburbs or outskirts of big city,Tertiary Education,20,False,False,False,False,Employee,Unlimited,3,7,42,Manufacturing,A private firm,False,Wages or salaries,10,Employee,True,6,Sometimes,Often,Hardly ever,Hardly ever,3,Neutral
DE,8,3,Fair,True,0,True,0,56,Legally married,A big city,Post-Secondary Non-Tertiary Education,14,False,False,False,False,Employee,Unlimited,3,8,50,Service & Administration,A private firm,True,Wages or salaries,6,Employee,False,0,Often,Often,Sometimes,Hardly ever,1,Very Dissatisfied
DE,8,5,Bad,True,2,True,0,56,Living with my partner - not legally recognised,Town or small city,Post-Secondary Non-Tertiary Education,15,False,False,False,True,Employee,Unlimited,5,8,43,Physical Work,A private firm,False,Wages or salaries,9,Employee,True,8,Sometimes,Sometimes,Hardly ever,Hardly ever,4,Somewhat Satisfied
DE,10,4,Good,False,3,True,0,25,Living with my partner - not legally recognised,Town or small city,Tertiary Education,18,False,False,False,False,Employee,Unlimited,1,9,30,Intellectual Work,A private firm,False,Wages or salaries,7,Employee,True,7,Hardly ever,Sometimes,Never,Sometimes,4,Somewhat Satisfied
DE,5,1,Fair,True,4,True,1,50,Legally married,Country village,Post-Secondary Non-Tertiary Education,20,False,False,False,False,Employee,Unlimited,4,5,32,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,8,Employee,True,8,Often,Often,Sometimes,Never,4,Somewhat Satisfied
DE,10,3,Good,False,5,False,1,57,Legally married,Suburbs or outskirts of big city,Post-Secondary Non-Tertiary Education,12,False,False,False,False,Employee,Unlimited,2,10,40,Service & Administration,N/A,False,Wages or salaries,6,Employee,False,6,Sometimes,Sometimes,Never,Never,3,Neutral
DE,9,4,Very good,False,5,True,1,33,Legally married,Farm or home in countryside,Post-Secondary Non-Tertiary Education,16,False,False,False,True,Employee,Unlimited,2,7,14,Intellectual Work,Self employed,False,Wages or salaries,8,Employee,False,8,Sometimes,Sometimes,Sometimes,Hardly ever,4,Somewhat Satisfied
DE,5,4,Fair,True,5,True,1,52,Living with my partner - not legally recognised,Suburbs or outskirts of big city,Upper Secondary Education,14,False,False,False,False,Employee,Unlimited,4,7,45,Intellectual Work,A private firm,True,Wages or salaries,7,Employee,True,7,Sometimes,Sometimes,Sometimes,Hardly ever,4,Somewhat Satisfied
DE,10,5,Good,False,5,True,1,33,Legally married,Country village,Upper Secondary Education,14,False,False,False,True,Employee,Unlimited,3,10,17,Service & Administration,Central or local government,False,Wages or salaries,8,Employee,False,8,Often,Sometimes,Hardly ever,Hardly ever,4,Somewhat Satisfied
DE,9,6,Very good,False,0,False,0,30,Living with my partner - not legally recognised,Town or small city,Tertiary Education,19,False,False,False,False,Employee,Limited,4,8,25,Intellectual Work,A private firm,False,Wages or salaries,1,Employee,True,8,Sometimes,Sometimes,Sometimes,Hardly ever,4,Somewhat Satisfied
DE,8,4,Bad,True,4,True,1,35,Legally married,Country village,Post-Secondary Non-Tertiary Education,16,False,False,False,False,Employee,Unlimited,3,6,30,Service & Administration,A private firm,False,Wages or salaries,8,Employee,True,5,Often,Often,Sometimes,Hardly ever,3,Neutral
DE,6,4,Good,False,0,True,0,30,Living with my partner - not legally recognised,A big city,Tertiary Education,20,False,False,False,False,Employee,Unlimited,5,10,40,Manufacturing,A private firm,False,Wages or salaries,9,Employee,False,0,Often,Sometimes,Sometimes,Sometimes,1,Very Dissatisfied
DE,8,4,Very good,False,7,True,1,32,Living with my partner - not legally recognised,A big city,Tertiary Education,20,False,False,False,False,Employee,Unlimited,2,9,42,Intellectual Work,A private firm,False,Wages or salaries,8,Employee,True,4,Often,Sometimes,Sometimes,Never,2,Somewhat Dissatisfied
DE,8,3,Very good,False,1,True,0,25,Living with my partner - not legally recognised,Town or small city,Tertiary Education,13,False,False,False,False,Employee,Unlimited,4,8,41,Service & Administration,Central or local government,False,Income from self-employment (excluding farming),8,Employee,True,4,Sometimes,Often,Often,Sometimes,2,Somewhat Dissatisfied
DE,5,4,Bad,True,1,True,0,60,Legally married,Town or small city,Upper Secondary Education,11,False,False,False,False,Employee,Unlimited,3,0,39,Manufacturing,A private firm,False,Wages or salaries,7,Employee,False,1,Always,Always,Always,Never,1,Very Dissatisfied
DE,7,6,Good,False,1,True,1,27,Living with my partner - not legally recognised,Suburbs or outskirts of big city,Tertiary Education,16,False,False,False,False,Employee,Limited,3,7,50,Service & Administration,A private firm,False,Wages or salaries,9,Self-employed,False,8,Often,Often,Often,Sometimes,4,Somewhat Satisfied
DE,9,3,Fair,True,6,True,1,63,Legally married,Country village,Post-Secondary Non-Tertiary Education,13,False,False,False,True,Employee,Limited,4,10,32,Service & Administration,Central or local government,True,Wages or salaries,6,Self-employed,False,9,Hardly ever,Hardly ever,Hardly ever,Sometimes,5,Very Satisfied
DE,9,4,Good,False,6,True,0,30,Legally married,Town or small city,Tertiary Education,15,False,False,False,False,Employee,Unlimited,4,9,41,Service & Administration,Other public sector (ex. education and health),False,Wages or salaries,10,Employee,False,9,Sometimes,Sometimes,Hardly ever,Sometimes,5,Very Satisfied
DE,4,4,Fair,False,5,True,0,47,Legally married,Country village,Tertiary Education,13,False,False,False,True,Employee,Unlimited,5,9,40,Manufacturing,A private firm,False,Wages or salaries,10,Employee,True,3,Always,Always,Sometimes,Sometimes,2,Somewhat Dissatisfied
DE,8,4,Bad,True,7,True,0,51,Legally married,A big city,Upper Secondary Education,12,False,False,False,False,Employee,Unlimited,4,8,40,Manufacturing,A private firm,False,Wages or salaries,7,Employee,False,8,Sometimes,Often,Sometimes,Hardly ever,4,Somewhat Satisfied
DE,9,1,Good,False,6,False,0,59,Legally married,A big city,Upper Secondary Education,13,False,False,False,False,Employee,Unlimited,3,10,10,Service & Administration,A private firm,False,Wages or salaries,10,Employee,True,9,Hardly ever,Hardly ever,Hardly ever,Sometimes,5,Very Satisfied
DE,9,2,Good,True,0,True,0,53,Legally married,Suburbs or outskirts of big city,Tertiary Education,19,False,False,False,False,Employee,Unlimited,2,10,48,Intellectual Work,N/A,False,Wages or salaries,10,Employee,True,9,Sometimes,Sometimes,Hardly ever,Sometimes,5,Very Satisfied
DE,7,3,Fair,True,1,True,1,45,Legally married,Suburbs or outskirts of big city,Post-Secondary Non-Tertiary Education,15,False,False,False,False,Employee,Unlimited,4,7,4,Physical Work,A private firm,False,Wages or salaries,8,Employee,False,7,Sometimes,Sometimes,Hardly ever,Hardly ever,4,Somewhat Satisfied
DE,6,4,Fair,True,7,True,1,59,Legally married,Country village,Upper Secondary Education,18,False,False,False,False,Employee,Unlimited,3,7,6,Service & Administration,Central or local government,True,Wages or salaries,10,Employee,False,6,Sometimes,Often,Sometimes,Hardly ever,3,Neutral
DE,10,4,Good,False,0,True,1,62,Legally married,Country village,Upper Secondary Education,13,False,False,False,False,Employee,Unlimited,1,10,20,Intellectual Work,Self employed,True,Wages or salaries,6,Self-employed,False,10,Never,Never,Never,Sometimes,5,Very Satisfied
DE,3,2,Good,False,3,True,0,39,Legally married,A big city,Tertiary Education,20,False,False,False,False,Employee,Unlimited,5,9,45,Manufacturing,A private firm,True,Wages or salaries,10,Employee,True,9,Sometimes,Often,Sometimes,Hardly ever,5,Very Satisfied
DE,10,4,Very good,False,3,True,1,38,Legally married,Town or small city,Tertiary Education,18,False,False,False,False,Employee,Unlimited,4,7,22,Service & Administration,A private firm,False,Wages or salaries,10,Employee,True,9,Sometimes,Sometimes,Sometimes,Hardly ever,5,Very Satisfied
DE,8,4,Good,False,0,True,1,29,Living with my partner - not legally recognised,Suburbs or outskirts of big city,Tertiary Education,12,False,False,False,False,Employee,Unlimited,5,8,40,Service & Administration,Other public sector (ex. education and health),False,Wages or salaries,10,Employee,True,9,Hardly ever,Hardly ever,Sometimes,Sometimes,5,Very Satisfied
DE,8,3,Good,False,0,True,0,49,Legally married,Suburbs or outskirts of big city,Upper Secondary Education,13,False,False,False,False,Employee,Unlimited,4,8,45,Manufacturing,A private firm,False,Wages or salaries,9,Employee,True,7,Sometimes,Often,Sometimes,Hardly ever,4,Somewhat Satisfied
DE,9,1,Good,False,8,True,0,63,Legally married,Country village,Tertiary Education,23,False,False,False,False,Employee,Unlimited,3,8,45,Intellectual Work,A private firm,True,Wages or salaries,9,Employee,False,5,Often,Often,Often,Hardly ever,3,Neutral
DE,8,4,Very good,False,6,True,0,39,Legally married,Town or small city,Tertiary Education,23,False,False,False,False,Employee,Unlimited,2,7,42,Intellectual Work,A private firm,False,Wages or salaries,8,Employee,False,3,Often,Hardly ever,Hardly ever,Hardly ever,2,Somewhat Dissatisfied
DE,8,3,Fair,False,1,True,1,57,Legally married,A big city,Upper Secondary Education,13,False,False,False,False,Employee,Unlimited,4,2,37,Intellectual Work,A private firm,False,Wages or salaries,5,Employee,True,3,Often,Often,Hardly ever,Never,2,Somewhat Dissatisfied
DE,9,5,Very good,False,2,True,0,32,Living with my partner - not legally recognised,Town or small city,Tertiary Education,19,False,False,False,False,Employee,Unlimited,5,8,40,Manufacturing,A private firm,False,Wages or salaries,8,Employee,True,8,Sometimes,Often,Hardly ever,Hardly ever,4,Somewhat Satisfied
DE,7,4,Fair,True,7,True,0,60,Legally married,Country village,Tertiary Education,16,False,False,False,False,Employee,Unlimited,4,8,43,Service & Administration,Central or local government,False,Wages or salaries,10,Employee,True,7,Often,Often,Sometimes,Hardly ever,4,Somewhat Satisfied
DE,6,6,Very good,True,5,True,1,21,Living with my partner - not legally recognised,Town or small city,Post-Secondary Non-Tertiary Education,16,False,False,False,False,Employee,Limited,4,0,40,Intellectual Work,Other public sector (ex. education and health),False,Wages or salaries,5,Employee,True,3,Often,Often,Often,Never,2,Somewhat Dissatisfied
DE,5,4,Very good,False,2,True,0,32,Legally married,Town or small city,Tertiary Education,16,False,False,False,False,Employee,Unlimited,5,10,50,Intellectual Work,A private firm,False,Wages or salaries,8,Employee,False,5,Often,Always,Often,Hardly ever,3,Neutral
DE,6,2,Good,False,5,False,0,63,Legally married,Town or small city,Tertiary Education,17,False,False,False,False,Employee,Unlimited,5,9,40,Service & Administration,Central or local government,False,Wages or salaries,10,Employee,True,9,Sometimes,Hardly ever,Never,Sometimes,5,Very Satisfied
DE,3,4,Good,True,0,True,0,38,Living with my partner - not legally recognised,A big city,Post-Secondary Non-Tertiary Education,12,False,False,False,False,Employee,Unlimited,5,7,40,Intellectual Work,A private firm,False,Wages or salaries,8,Employee,False,7,Sometimes,Sometimes,Hardly ever,Sometimes,4,Somewhat Satisfied
DE,9,5,Good,False,4,True,0,56,Legally married,Country village,Tertiary Education,23,False,False,False,False,Employee,Unlimited,5,10,60,Intellectual Work,A private firm,False,Wages or salaries,10,Employee,False,1,Hardly ever,Hardly ever,Hardly ever,Sometimes,1,Very Dissatisfied
DE,9,3,Fair,False,5,True,1,57,Legally married,Country village,Upper Secondary Education,13,False,False,False,False,Employee,Unlimited,5,9,42,Manufacturing,A private firm,False,Wages or salaries,8,Employee,True,9,Sometimes,Hardly ever,Hardly ever,Sometimes,5,Very Satisfied
DE,8,4,Very good,False,5,True,0,51,Legally married,Country village,Upper Secondary Education,14,False,False,False,False,Employee,Unlimited,4,9,39,Service & Administration,Other public sector (ex. education and health),False,Wages or salaries,6,Employee,False,8,Hardly ever,Sometimes,Hardly ever,Hardly ever,4,Somewhat Satisfied
DE,8,4,Fair,False,1,True,0,54,Legally married,Country village,Upper Secondary Education,12,False,False,False,False,Employee,Unlimited,1,7,45,Service & Administration,A private firm,True,Wages or salaries,8,Employee,False,7,Sometimes,Sometimes,Hardly ever,Sometimes,4,Somewhat Satisfied
DE,8,4,Good,True,4,True,0,53,Legally married,A big city,Post-Secondary Non-Tertiary Education,10,False,False,False,False,Employee,Unlimited,4,8,40,Service & Administration,Central or local government,False,Wages or salaries,8,Employee,False,9,Often,Hardly ever,Hardly ever,Hardly ever,5,Very Satisfied
