"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","happy","inprdsc","health","hlthhmp","rlgdgr","brncntr","gndr","yrbrn","agea","rshpsts","domicil","edulvlb","edlvhpl","edlvdse","eduyrs","uempla","uempli","rtrd","hswrk","crpdwk","pdjobyr","emplrel","emplno","wrkctra","estsz","njbspv","wkdcorga","wkhtot","nacer2","tporgwk","uemp3m","hincsrca","hinctnta","emprelp","atncrse","stfmjob","trdawrk","jbprtfp","pfmfdjba","dcsfwrka","prob","stratum","psu"
"ESS10SCe03_1",10,"3.1","02.11.2023",10111,"DE",1.0046023,0.57770383,0.82151556,0.4745927,8,4,3,3,3,1,2,1991,30,66,1,720,,,17,0,0,0,0,6,6666,1,66666,1,5,66666,8,45,69,4,2,1,10,6,1,9,3,3,3,3,0.00033510322,354,5954
"ESS10SCe03_1",10,"3.1","02.11.2023",10114,"DE",1.0046023,0.61608565,0.82151556,0.50612396,8,6,1,3,3,1,1,1993,28,3,4,610,,,16,0,0,0,1,6,6666,2,1,6,1,1,10,55,62,5,1,1,9,1,2,9,4,4,2,3,0.00033510322,405,6057
"ESS10SCe03_1",10,"3.1","02.11.2023",10115,"DE",1.0046023,1.0650877,0.82151556,0.87498605,8,2,4,1,0,1,1,1966,55,1,3,322,,,13,0,0,0,1,6,6666,1,66666,1,5,66666,7,36,28,4,2,1,8,2,1,8,4,1,1,2,0.00033510322,434,6114
"ESS10SCe03_1",10,"3.1","02.11.2023",10117,"DE",1.0046023,1.7016476,0.82151556,1.39793,6,3,2,3,7,1,2,2004,17,66,3,213,,,12,0,0,0,0,6,6666,1,66666,1,3,66666,8,12,59,6,2,1,77,6,1,9,4,2,2,3,0.00033510322,362,5970
"ESS10SCe03_1",10,"3.1","02.11.2023",10118,"DE",1.0046023,1.1128476,0.82151556,0.9142216,7,4,1,3,8,1,2,1977,44,1,3,321,,,11,0,0,0,0,6,6666,1,66666,1,2,66666,3,25,85,2,2,1,7,1,1,10,3,1,4,2,0.00033510322,363,5972
"ESS10SCe03_1",10,"3.1","02.11.2023",10124,"DE",1.0130444,0.52262235,0.82151556,0.4293424,8,1,2,3,8,1,1,1964,57,66,5,520,,,9,0,0,0,0,6,6666,2,6,6,1,5,7,50,31,4,2,2,9,6,1,10,3,3,9,3,0.0003323107,396,6037
"ESS10SCe03_1",10,"3.1","02.11.2023",10126,"DE",1.0046023,0.59646153,0.82151556,0.49000242,9,6,1,3,6,1,2,1991,30,3,1,800,,,20,0,0,0,0,6,6666,1,66666,2,4,66666,3,43,86,2,2,1,9,1,1,8,4,4,3,1,0.00033510322,408,6062
"ESS10SCe03_1",10,"3.1","02.11.2023",10127,"DE",1.0046023,1.2260245,0.82151556,1.0071982,7,4,3,3,3,1,1,1970,51,66,4,322,,,16,0,0,0,0,6,6666,1,66666,1,4,66666,8,42,81,2,1,1,7,6,1,3,4,4,3,1,0.00033510322,374,5994
"ESS10SCe03_1",10,"3.1","02.11.2023",10140,"DE",1.0046023,1.2519556,0.82151556,1.028501,8,3,3,2,1,1,1,1990,31,3,1,422,,,14,0,0,0,0,6,6666,1,66666,1,4,110,7,55,84,4,2,1,4,9,1,7,4,4,4,2,0.00033510322,375,5997
"ESS10SCe03_1",10,"3.1","02.11.2023",10145,"DE",1.0046023,0.9459085,0.82151556,0.7770785,10,5,3,2,10,1,1,1946,75,99,1,322,,,14,0,0,1,0,9,2003,1,66666,1,4,66666,0,38,86,99,2,4,6,6,2,66,6,66,6,6,0.00033510322,369,5974
"ESS10SCe03_1",10,"3.1","02.11.2023",10161,"DE",1.0046023,2.533929,0.82151556,2.0816622,99,1,2,3,99,1,2,1944,77,66,4,212,,,8,0,0,1,0,2,1981,1,66666,1,3,15,0,48,56,4,9,4,77,6,2,66,6,66,6,6,0.00033510322,363,5971
"ESS10SCe03_1",10,"3.1","02.11.2023",10163,"DE",1.0046023,1.0878438,0.82151556,0.8936806,10,3,4,1,3,1,9,1957,64,1,3,322,,,13,0,0,1,0,2,2000,1,66666,1,2,66666,0,999,10,4,1,1,5,1,2,66,6,66,6,6,0.00033510322,421,6088
"ESS10SCe03_1",10,"3.1","02.11.2023",10168,"DE",1.0046023,1.175001,0.82151556,0.9652816,9,3,1,3,4,1,1,2005,16,66,2,312,,,11,0,0,0,0,2,6666,6,66666,6,6,66666,66,666,666,66,2,1,5,6,1,66,6,66,6,6,0.00033510322,415,6074
"ESS10SCe03_1",10,"3.1","02.11.2023",10179,"DE",1.0046023,0.5749455,0.82151556,0.47232667,7,3,2,3,0,1,1,1997,24,66,3,520,,,13,0,0,0,0,6,6666,1,66666,3,3,66666,7,45,84,1,2,1,10,6,1,6,3,4,2,1,0.00033510322,365,5977
"ESS10SCe03_1",10,"3.1","02.11.2023",10185,"DE",1.0046023,0.9506078,0.82151556,0.78093904,3,0,4,1,0,1,2,1960,61,1,3,322,,,19,0,0,1,1,2,2009,1,66666,1,1,4,1,30,81,6,1,4,5,6,2,66,6,66,6,6,0.00033510322,376,5998
"ESS10SCe03_1",10,"3.1","02.11.2023",10189,"DE",1.0046023,0.72281724,0.82151556,0.5938056,9,4,4,2,0,1,1,1944,77,1,3,720,,,15,0,0,1,0,2,1996,1,66666,1,5,400,0,50,26,3,2,4,5,6,2,66,6,66,6,6,0.00033510322,388,6023
"ESS10SCe03_1",10,"3.1","02.11.2023",10192,"DE",1.0046023,1.1549749,0.82151556,0.9488299,10,4,2,3,2,1,2,1982,39,1,4,322,,,13,0,0,0,0,6,6666,1,66666,1,3,99999,9,20,79,1,2,2,77,2,1,8,4,3,2,2,0.00033510322,353,5951
"ESS10SCe03_1",10,"3.1","02.11.2023",10196,"DE",1.0046023,0.80880386,0.82151556,0.6644449,5,3,2,3,3,1,2,1956,65,66,1,322,,,14,0,0,0,0,6,6666,1,66666,1,4,66666,5,38,47,4,1,1,2,6,1,7,3,2,1,1,0.00033510322,369,5974
"ESS10SCe03_1",10,"3.1","02.11.2023",10199,"DE",1.0046023,1.109711,0.82151556,0.9116449,10,2,3,2,2,1,2,1980,41,1,2,321,,,12,0,0,0,0,6,6666,1,66666,1,3,66666,8,20,88,2,2,1,5,1,2,7,3,3,1,3,0.00033510322,427,6100
"ESS10SCe03_1",10,"3.1","02.11.2023",10201,"DE",1.0046023,0.58356625,0.82151556,0.47940874,8,3,2,3,8,1,1,1964,57,1,4,720,,,20,0,0,0,1,6,6666,1,66666,1,2,6,8,55,45,4,2,1,10,1,2,7,4,4,4,3,0.00033510322,348,5942
"ESS10SCe03_1",10,"3.1","02.11.2023",10203,"DE",1.0046023,0.940281,0.82151556,0.77245545,2,2,3,3,3,1,2,1956,65,1,3,322,,,12,0,0,1,0,2,2019,1,66666,1,2,66666,8,25,46,4,2,4,6,6,2,66,6,66,6,6,0.00033510322,413,6072
"ESS10SCe03_1",10,"3.1","02.11.2023",10219,"DE",1.0046023,0.87749135,0.82151556,0.72087276,9,3,3,2,3,1,2,1957,64,66,3,322,,,16,0,0,0,0,6,6666,1,66666,2,4,3,8,40,47,3,2,1,4,6,2,10,2,2,2,1,0.00033510322,365,5977
"ESS10SCe03_1",10,"3.1","02.11.2023",10220,"DE",1.0046023,1.0262389,0.82151556,0.8430712,7,1,2,3,6,1,1,1957,64,1,5,322,,,13,0,1,0,0,1,6666,1,66666,1,3,25,5,45,8,4,1,1,10,1,2,6,4,4,4,1,0.00033510322,372,5990
"ESS10SCe03_1",10,"3.1","02.11.2023",10228,"DE",1.0046023,1.0233461,0.82151556,0.8406947,9,3,1,3,1,1,1,1949,72,1,4,322,,,11,0,0,1,0,2,9999,1,66666,1,4,12,6,168,49,4,9,4,4,6,2,66,6,66,6,6,0.00033510322,430,6106
"ESS10SCe03_1",10,"3.1","02.11.2023",10230,"DE",1.0046023,1.096538,0.82151556,0.90082294,6,4,2,3,0,1,1,1997,24,66,4,322,,,12,0,0,0,0,6,6666,1,66666,1,3,66666,7,42,28,4,1,2,8,6,2,5,4,6,6,1,0.00033510322,373,5992
"ESS10SCe03_1",10,"3.1","02.11.2023",10231,"DE",1.0046023,0.9107089,0.82151556,0.7481615,10,2,4,2,0,1,2,1948,73,1,3,322,,,11,0,0,1,0,9,9999,6,66666,6,6,66666,66,666,666,66,9,99,99,9,9,66,6,66,6,6,0.00033510322,434,6114
"ESS10SCe03_1",10,"3.1","02.11.2023",10233,"DE",1.0046023,1.0996724,0.82151556,0.903398,7,4,3,2,99,2,1,9999,999,66,9,312,,,99,0,0,0,0,2,9999,9,99999,9,9,99999,99,999,999,99,9,99,99,6,9,99,9,99,9,9,0.00033510322,404,6052
"ESS10SCe03_1",10,"3.1","02.11.2023",10242,"DE",1.0130444,1.0191983,0.82151556,0.83728725,6,4,2,3,8,1,1,2004,17,66,4,9999,,,99,0,0,0,0,2,6666,9,99999,9,9,99999,99,999,999,99,2,99,99,6,9,99,9,99,9,9,0.0003323107,396,6037
"ESS10SCe03_1",10,"3.1","02.11.2023",10248,"DE",1.0046023,0.6025139,0.82151556,0.49497455,8,3,3,2,4,1,1,1961,60,1,2,520,,,15,0,0,0,0,6,6666,1,66666,1,5,45,7,45,25,4,2,1,10,1,1,8,3,3,1,2,0.00033510322,398,6043
"ESS10SCe03_1",10,"3.1","02.11.2023",10254,"DE",1.0046023,0.6876404,0.82151556,0.5649073,7,2,2,3,1,1,2,1973,48,1,2,720,,,18,0,0,0,0,6,6666,1,66666,1,4,40,10,40,79,4,2,1,10,1,2,8,2,2,2,2,0.00033510322,361,5967
"ESS10SCe03_1",10,"3.1","02.11.2023",10257,"DE",1.0046023,0.80071706,0.82151556,0.6578015,5,0,4,2,0,1,2,1935,86,1,3,520,,,13,0,0,1,0,2,1993,9,99999,9,9,66666,99,999,85,99,2,4,10,9,2,66,6,66,6,6,0.00033510322,388,6022
"ESS10SCe03_1",10,"3.1","02.11.2023",10258,"DE",1.0046023,0.6338157,0.82151556,0.5206894,7,4,2,3,5,1,2,1983,38,1,3,610,,,13,0,0,0,0,6,6666,1,66666,1,4,66666,9,43,88,1,1,1,8,6,2,6,4,4,3,3,0.00033510322,347,6108
"ESS10SCe03_1",10,"3.1","02.11.2023",10264,"DE",1.0046023,0.58356625,0.82151556,0.47940874,9,4,2,3,2,1,1,1964,57,66,3,720,,,99,0,0,0,0,9,9999,9,99999,9,9,99999,99,999,999,99,9,99,99,6,9,99,9,99,9,9,0.00033510322,433,6112
"ESS10SCe03_1",10,"3.1","02.11.2023",10265,"DE",1.0046023,0.80880386,0.82151556,0.6644449,2,1,4,2,7,1,2,1945,76,66,1,322,,,11,0,0,1,1,2,2010,1,66666,1,4,66666,5,22,47,4,2,4,2,6,2,66,6,66,6,6,0.00033510322,347,6108
"ESS10SCe03_1",10,"3.1","02.11.2023",10269,"DE",1.0046023,0.6464578,0.82151556,0.5310751,5,4,2,3,4,1,2,1962,59,1,3,720,,,19,0,0,0,0,6,6666,1,66666,1,3,66666,5,6,999,99,9,2,9,1,1,7,3,4,2,2,0.00033510322,355,5956
"ESS10SCe03_1",10,"3.1","02.11.2023",10272,"DE",1.0046023,2.2469273,0.82151556,1.8458856,6,3,3,2,0,1,1,2006,15,66,4,113,,,10,0,0,0,0,2,6666,6,66666,6,6,66666,66,666,666,66,2,1,4,6,2,66,6,66,6,6,0.00033510322,422,6090
"ESS10SCe03_1",10,"3.1","02.11.2023",10275,"DE",0.57532686,0.5877183,0.82151556,0.48281974,9,3,3,2,6,1,1,1966,55,1,4,322,,,11,0,0,0,0,6,6666,1,66666,1,4,4,4,8,45,4,2,1,8,1,2,7,3,3,3,2,0.00058513787,366,5978
"ESS10SCe03_1",10,"3.1","02.11.2023",10284,"DE",1.0046023,1.2519556,0.82151556,1.028501,9,4,1,3,1,1,1,1991,30,3,2,423,,,15,0,0,0,0,6,6666,1,66666,1,3,66666,7,7,86,4,2,1,7,1,1,9,2,2,2,1,0.00033510322,375,5997
"ESS10SCe03_1",10,"3.1","02.11.2023",10288,"DE",1.0046023,2.119684,0.82151556,1.7413534,10,2,1,3,0,1,1,2004,17,66,4,213,,,11,0,0,0,0,1,6666,1,66666,1,5,66666,5,41,84,2,2,1,77,6,1,10,4,4,4,1,0.00033510322,365,5976
"ESS10SCe03_1",10,"3.1","02.11.2023",10290,"DE",1.0046023,0.6228782,0.82151556,0.5117041,8,4,1,3,5,1,2,1964,57,1,3,520,,,15,0,0,0,0,6,6666,1,66666,1,2,66666,1,30,88,2,2,1,8,6,1,8,4,3,2,1,0.00033510322,367,5981
"ESS10SCe03_1",10,"3.1","02.11.2023",10294,"DE",1.0046023,0.5967111,0.82151556,0.49020743,8,3,3,3,5,1,1,1992,29,1,5,520,,,14,0,0,0,0,6,6666,1,66666,1,1,5,7,50,1,4,2,1,7,6,1,8,4,4,3,1,0.00033510322,351,5948
"ESS10SCe03_1",10,"3.1","02.11.2023",10297,"DE",1.0046023,0.87749135,0.82151556,0.72087276,9,3,2,3,8,1,2,1966,55,1,4,322,,,12,0,0,0,1,6,6666,1,66666,1,2,2,10,18,10,4,2,1,77,1,1,5,3,3,3,1,0.00033510322,373,5991
"ESS10SCe03_1",10,"3.1","02.11.2023",10302,"DE",1.0046023,1.1117501,0.82151556,0.91332,0,4,3,2,0,1,1,9999,999,1,3,322,,,99,0,0,1,0,2,9999,6,66666,1,6,66666,66,666,666,66,9,99,77,9,9,66,6,66,6,6,0.00033510322,376,5999
"ESS10SCe03_1",10,"3.1","02.11.2023",10310,"DE",1.0046023,0.72117144,0.82151556,0.59245354,2,2,3,2,0,1,2,2000,21,66,3,313,,,14,0,1,0,0,2,2018,1,66666,3,1,66666,6,8,85,2,2,1,5,6,1,66,6,66,6,6,0.00033510322,374,5993
"ESS10SCe03_1",10,"3.1","02.11.2023",10311,"DE",1.0046023,0.64649296,0.82151556,0.531104,8,3,1,3,1,1,2,1993,28,3,1,720,,,19,0,0,0,0,6,6666,1,66666,2,4,66666,10,28,85,2,2,1,9,1,1,8,2,2,1,3,0.00033510322,425,6097
"ESS10SCe03_1",10,"3.1","02.11.2023",10313,"DE",1.0130444,1.1221987,0.82151556,0.92190367,8,4,2,3,5,1,2,1979,42,1,4,322,,,17,0,0,0,0,6,6666,1,66666,1,4,66666,5,42,999,1,1,1,77,1,1,5,3,3,2,2,0.0003323107,368,5982
"ESS10SCe03_1",10,"3.1","02.11.2023",10316,"DE",1.0046023,0.7136717,0.82151556,0.5862924,7,4,3,3,7,1,2,9999,999,1,3,520,,,12,0,0,0,0,6,6666,1,66666,1,2,66666,7,30,999,2,2,1,99,1,2,6,3,3,3,2,0.00033510322,435,6117
"ESS10SCe03_1",10,"3.1","02.11.2023",10321,"DE",1.0046023,0.74493784,0.82151556,0.611978,7,4,2,3,0,1,2,1983,38,1,3,620,,,16,0,0,0,0,6,6666,1,66666,1,3,66666,8,40,85,2,1,1,8,1,1,10,3,2,1,2,0.00033510322,376,5998
"ESS10SCe03_1",10,"3.1","02.11.2023",10324,"DE",1.0046023,0.6913661,0.82151556,0.56796795,5,4,3,3,0,1,2,1952,69,1,1,520,,,13,0,0,1,0,2,2016,1,66666,1,2,66666,5,48,85,2,2,4,5,6,2,66,6,66,6,6,0.00033510322,389,6024
"ESS10SCe03_1",10,"3.1","02.11.2023",10325,"DE",1.0046023,2.272559,0.82151556,1.8669425,7,1,3,2,0,1,1,1962,59,66,3,213,,,10,1,0,0,0,1,2021,1,66666,2,1,66666,8,20,81,2,1,5,77,6,1,0,4,6,6,2,0.00033510322,384,6014
"ESS10SCe03_1",10,"3.1","02.11.2023",10331,"DE",1.0046023,1.1796508,0.82151556,0.9691014,8,6,1,3,3,2,9,9999,999,66,9,9999,,,99,0,0,0,0,9,9999,9,99999,9,9,99999,99,999,999,99,9,99,99,6,9,99,9,99,9,9,0.00033510322,422,6091
"ESS10SCe03_1",10,"3.1","02.11.2023",10336,"DE",1.0046023,0.94073015,0.82151556,0.77282447,7,2,2,3,8,1,2,2002,19,66,4,313,,,13,0,0,0,0,2,2021,1,66666,3,9,99999,0,999,999,99,2,1,77,6,2,66,4,3,4,1,0.00033510322,390,6028
"ESS10SCe03_1",10,"3.1","02.11.2023",10339,"DE",1.0046023,1.1128476,0.82151556,0.9142216,6,3,3,3,5,1,2,1967,54,1,3,321,,,14,0,0,0,0,6,6666,1,66666,1,3,66666,8,20,87,4,2,1,77,1,2,9,3,2,3,1,0.00033510322,364,5975
"ESS10SCe03_1",10,"3.1","02.11.2023",10353,"DE",1.0046023,0.87749135,0.82151556,0.72087276,8,4,2,3,8,1,2,1955,66,1,4,322,,,11,0,0,1,0,6,6666,1,66666,2,2,66666,8,10,47,4,1,4,6,6,2,99,9,99,9,9,0.00033510322,368,5983
"ESS10SCe03_1",10,"3.1","02.11.2023",10355,"DE",1.0046023,0.5749455,0.82151556,0.47232667,8,4,2,3,0,1,1,1992,29,66,1,720,,,22,0,0,0,0,6,6666,1,66666,1,4,30,8,55,85,2,2,1,7,6,2,9,4,4,3,2,0.00033510322,367,5981
"ESS10SCe03_1",10,"3.1","02.11.2023",10366,"DE",1.0046023,0.6054377,0.82151556,0.49737647,7,4,2,3,2,1,1,1986,35,66,3,720,,,20,0,0,0,0,6,6666,1,66666,1,3,66666,10,30,85,1,2,1,6,6,1,7,4,4,4,2,0.00033510322,392,5940
"ESS10SCe03_1",10,"3.1","02.11.2023",10373,"DE",1.0046023,1.128024,0.82151556,0.9266892,7,4,2,3,0,1,2,1948,73,1,1,322,,,16,0,0,1,0,2,2007,1,66666,1,4,66666,8,35,88,2,2,4,5,6,1,66,6,66,6,6,0.00033510322,386,6019
"ESS10SCe03_1",10,"3.1","02.11.2023",10384,"DE",1.0046023,0.940281,0.82151556,0.77245545,9,3,4,2,3,1,2,1958,63,1,2,322,,,10,0,0,1,0,9,9999,1,66666,2,1,22,6,30,47,4,2,4,77,6,2,66,6,66,6,6,0.00033510322,410,6067
"ESS10SCe03_1",10,"3.1","02.11.2023",10389,"DE",1.0046023,1.0996724,0.82151556,0.903398,4,2,3,2,1,1,1,1953,68,1,4,322,,,10,0,0,1,0,2,2006,1,66666,1,2,66666,0,40,49,4,2,99,6,6,2,66,6,66,6,6,0.00033510322,404,6054
"ESS10SCe03_1",10,"3.1","02.11.2023",10398,"DE",1.0046023,0.9676661,0.82151556,0.79495275,5,4,2,2,0,1,2,1997,24,66,1,322,,,17,0,0,0,0,2,2021,1,66666,1,3,66666,8,999,69,4,2,8,1,6,1,66,6,66,6,6,0.00033510322,375,5997
"ESS10SCe03_1",10,"3.1","02.11.2023",10402,"DE",1.0046023,1.4953998,0.82151556,1.2284942,3,4,2,3,6,2,1,1969,52,1,3,322,,,22,0,0,0,0,6,6666,1,66666,1,4,2,8,45,29,4,1,1,7,1,2,6,4,3,2,2,0.00033510322,348,6118
"ESS10SCe03_1",10,"3.1","02.11.2023",10425,"DE",1.0046023,1.3192402,0.82151556,1.0837764,5,0,3,2,0,1,1,1946,75,1,4,322,,,99,0,0,1,0,9,2011,6,66666,2,6,66666,0,40,666,3,1,4,3,6,2,66,6,66,6,6,0.00033510322,388,6023
"ESS10SCe03_1",10,"3.1","02.11.2023",10436,"DE",1.0046023,1.1549749,0.82151556,0.9488299,8,3,3,3,0,1,2,1984,37,3,1,422,,,16,0,0,0,0,6,6666,1,66666,2,3,2,0,55,59,4,1,2,77,2,2,6,4,4,3,1,0.00033510322,432,6111
"ESS10SCe03_1",10,"3.1","02.11.2023",10448,"DE",1.0046023,1.5439568,0.82151556,1.2683845,8,3,3,3,5,2,9,9999,999,66,9,322,,,99,0,0,0,0,6,6666,1,66666,1,2,66666,5,999,999,4,2,1,77,6,1,9,3,99,9,1,0.00033510322,412,6070
"ESS10SCe03_1",10,"3.1","02.11.2023",10456,"DE",1.0046023,1.106384,0.82151556,0.9089117,0,0,5,3,7,1,2,1984,37,66,4,322,,,12,0,0,0,1,2,6666,6,66666,6,6,66666,66,666,666,66,1,5,99,6,2,66,6,66,6,6,0.00033510322,382,6009
"ESS10SCe03_1",10,"3.1","02.11.2023",10458,"DE",1.0046023,0.6025139,0.82151556,0.49497455,9,5,2,3,0,1,1,1944,77,3,2,800,,,19,0,0,0,0,6,6666,2,4,6,1,4,10,38,86,5,2,4,77,9,1,10,2,2,3,2,0.00033510322,407,6060
"ESS10SCe03_1",10,"3.1","02.11.2023",10459,"DE",1.0046023,0.940281,0.82151556,0.77245545,3,0,4,1,0,1,2,1961,60,66,3,321,,,99,0,0,0,0,1,6666,1,66666,1,2,66666,0,999,49,6,1,4,3,6,2,1,4,4,3,1,0.00033510322,406,6056
"ESS10SCe03_1",10,"3.1","02.11.2023",10466,"DE",1.0046023,1.1796508,0.82151556,0.9691014,10,4,2,3,2,1,9,9999,999,66,9,9999,,,99,0,0,0,0,9,9999,9,99999,9,9,99999,99,999,999,99,9,99,99,6,9,99,9,99,9,9,0.00033510322,421,6088
"ESS10SCe03_1",10,"3.1","02.11.2023",10468,"DE",1.0046023,0.5004426,0.82151556,0.4111214,9,5,3,3,10,1,1,1939,82,1,2,720,,,9,0,0,1,0,2,2009,1,66666,1,4,66666,10,20,85,2,9,99,99,9,2,66,6,66,6,6,0.00033510322,392,6031
"ESS10SCe03_1",10,"3.1","02.11.2023",10469,"DE",1.0046023,1.175001,0.82151556,0.9652816,8,4,1,3,3,1,1,1997,24,66,4,313,,,99,0,0,0,0,6,6666,1,66666,1,4,66666,8,8,999,1,1,1,77,6,2,10,2,2,2,3,0.00033510322,417,6079
"ESS10SCe03_1",10,"3.1","02.11.2023",10476,"DE",1.0046023,1.0262389,0.82151556,0.8430712,10,0,3,2,2,1,1,1962,59,1,4,322,,,12,0,0,0,0,6,6666,1,66666,1,1,66666,0,39,81,1,2,1,4,6,2,10,4,3,2,1,0.00033510322,366,5979
"ESS10SCe03_1",10,"3.1","02.11.2023",10494,"DE",1.0046023,0.6876404,0.82151556,0.5649073,7,4,2,3,6,1,2,1972,49,1,1,520,,,14,0,0,0,0,6,6666,1,66666,1,5,9,6,50,64,4,2,1,10,1,2,7,4,4,3,2,0.00033510322,357,5961
